Density,Transactions
282.0,283913
953.0,1310963
167.0,102043
249.0,40069
467.0,528893
561.0,233931
205.0,123454
711.0,323633
238.0,480222
288.0,374470
256.0,144375
660.0,479518
324.0,122507
153.0,205815
310.0,81925
541.0,206410
440.0,36935
197.0,113187
214.0,30132
602.0,264465
234.0,274613
255.0,30518
282.0,402342
953.0,1899586
167.0,126809
249.0,47427
467.0,773456
561.0,342131
205.0,158887
711.0,409783
238.0,603122
288.0,439954
256.0,116616
660.0,693588
324.0,111341
153.0,254856
310.0,112596
541.0,249181
440.0,54204
197.0,138711
214.0,45497
602.0,325071
234.0,237077
255.0,37241
282.0,472933
953.0,2225031
167.0,169568
249.0,67133
467.0,1047381
561.0,468363
205.0,203985
711.0,653012
238.0,926374
288.0,592732
256.0,199203
660.0,1244457
324.0,138776
153.0,359824
310.0,150708
541.0,379687
440.0,76233
197.0,191564
214.0,58399
602.0,1112006
234.0,386337
255.0,54684
282.0,709607
953.0,3283182
167.0,262050
249.0,91479
467.0,1655864
561.0,750124
205.0,174714
711.0,484273
238.0,747899
288.0,484097
256.0,149057
660.0,1205404
324.0,129149
153.0,316899
310.0,138117
541.0,320063
440.0,75377
197.0,170716
214.0,52784
602.0,3136644
234.0,306486
255.0,53378
282.0,724751
953.0,3047988
167.0,215183
249.0,91641
467.0,1717964
561.0,623926
205.0,244914
711.0,955946
238.0,1040617
288.0,724401
256.0,232943
660.0,1850642
324.0,169575
153.0,418571
310.0,200701
541.0,571200
440.0,92788
197.0,235317
214.0,73335
602.0,3007618
234.0,596754
255.0,70391
282.0,1022919
953.0,4447301
167.0,287712
249.0,124784
467.0,2407408
561.0,823075
205.0,310698
711.0,903182
238.0,1324720
288.0,840951
256.0,243788
660.0,2081714
324.0,228665
153.0,519408
310.0,250823
541.0,549665
440.0,125155
197.0,307509
214.0,100155
602.0,2986534
234.0,541423
255.0,84880
282.0,1134928
953.0,4988183
167.0,363831
249.0,163136
467.0,2908059
561.0,1028011
205.0,327785
711.0,1002410
238.0,1525995
288.0,922982
256.0,237947
660.0,2337267
324.0,270678
153.0,535915
310.0,285216
541.0,639593
440.0,154457
197.0,358952
214.0,125838
602.0,434441
234.0,594745
255.0,100021
282.0,1339770
953.0,6801887
167.0,421057
249.0,204716
467.0,3398524
561.0,1342508
205.0,554744
711.0,903716
238.0,1673375
288.0,1215195
256.0,378175
660.0,2039285
324.0,439795
153.0,598458
310.0,407623
541.0,784245
440.0,257444
197.0,374545
214.0,181581
602.0,547410
234.0,759561
255.0,134329
282.0,1360781
953.0,5654552
167.0,590754
249.0,294426
467.0,2796615
561.0,1498222
205.0,505391
711.0,1069251
238.0,2145954
288.0,1245647
256.0,340537
660.0,2828558
324.0,456851
153.0,648790
310.0,424025
541.0,852224
440.0,223755
197.0,518903
214.0,188013
602.0,669646
234.0,833224
255.0,140684
282.0,1490309
953.0,7272097
167.0,612549
249.0,386709
467.0,4247473
561.0,1743270
205.0,564757
711.0,1486151
238.0,3243841
288.0,1454824
256.0,358762
660.0,3802536
324.0,537782
153.0,852972
310.0,528638
541.0,1146567
440.0,302767
197.0,713582
214.0,274158
602.0,906395
234.0,1121201
255.0,185255
282.0,1980653
953.0,10950779
167.0,802707
249.0,520631
467.0,6066452
561.0,2565319
205.0,513706
711.0,1585982
238.0,3420929
288.0,1446583
256.0,367267
660.0,4275528
324.0,575287
153.0,899501
310.0,543809
541.0,1165033
440.0,280340
197.0,848276
214.0,268489
602.0,1022239
234.0,1165681
255.0,184436
282.0,2278417
953.0,13429789
167.0,806962
249.0,612570
467.0,7191021
561.0,2745663
205.0,659562
711.0,1711394
238.0,3937665
288.0,1660432
256.0,550313
660.0,4552010
324.0,746122
153.0,1155054
310.0,700286
541.0,1362561
440.0,364905
197.0,1027658
214.0,332174
602.0,1296111
234.0,1384484
255.0,227413
282.0,2675842
953.0,15230233
167.0,1029627
249.0,814911
467.0,7847805
561.0,3236626
722.0,119503
341.0,125150
367.0,32910
2298.0,521939
371.0,116455
522.0,115322
493.0,117357
467.0,98466
598.0,169313
630.0,110204
485.0,89413
761.0,97942
622.0,86298
949.0,183960
562.0,199418
607.0,121728
303.0,164867
697.0,178766
722.0,180500
341.0,167009
367.0,43322
2298.0,698865
371.0,169161
522.0,165377
493.0,155618
467.0,142167
598.0,224254
630.0,153556
485.0,120215
761.0,128161
622.0,130924
949.0,265754
562.0,263194
607.0,179677
303.0,234948
697.0,253130
722.0,233248
341.0,207426
367.0,49278
2298.0,1058983
371.0,159967
522.0,215184
493.0,186905
467.0,149271
598.0,282956
630.0,195635
485.0,145319
761.0,173758
622.0,171066
949.0,331409
562.0,350599
607.0,242013
303.0,222321
697.0,315829
722.0,313017
341.0,267720
367.0,69055
2298.0,2271109
371.0,203164
522.0,319972
493.0,259036
467.0,211975
598.0,356327
630.0,260273
485.0,211639
761.0,383775
622.0,237408
949.0,427930
562.0,535609
607.0,300319
303.0,290380
697.0,428989
722.0,448912
341.0,365815
367.0,87835
2298.0,4020631
371.0,241196
522.0,548076
493.0,347169
467.0,286388
598.0,589011
630.0,368183
485.0,329809
761.0,719323
622.0,336765
949.0,685081
562.0,992599
607.0,575222
303.0,384247
697.0,699422
722.0,516192
341.0,374433
367.0,99348
2298.0,3523377
371.0,212170
522.0,569289
493.0,335183
467.0,298191
598.0,814251
630.0,421509
485.0,359714
761.0,741633
622.0,351461
949.0,1019615
562.0,889511
607.0,1096201
303.0,344381
697.0,888795
722.0,637004
341.0,475369
367.0,136612
2298.0,4701377
371.0,283362
522.0,755297
493.0,408678
467.0,358681
598.0,991286
630.0,616227
485.0,507177
761.0,1061268
622.0,484783
949.0,1155825
562.0,1206241
607.0,1158516
303.0,420805
697.0,1066029
722.0,820296
341.0,618484
367.0,168941
2298.0,5358174
371.0,377876
522.0,965474
493.0,536486
467.0,435877
598.0,1280457
630.0,796665
485.0,694592
761.0,1273274
622.0,573361
949.0,1437677
562.0,1538398
607.0,1428337
303.0,558726
697.0,1368457
722.0,956506
341.0,768147
367.0,208834
2298.0,5840117
371.0,438880
522.0,1089583
493.0,792514
467.0,483716
598.0,1579733
630.0,976468
485.0,812720
761.0,1613263
622.0,651033
949.0,1781967
562.0,1747564
607.0,1803076
303.0,656981
697.0,2016893
722.0,1016809
341.0,973720
367.0,301953
2298.0,5775792
371.0,533673
522.0,1247137
493.0,791601
467.0,583834
598.0,1629574
630.0,978542
485.0,1152066
761.0,2090627
622.0,619625
949.0,2011582
562.0,2022132
607.0,2050920
303.0,759835
697.0,2067865
722.0,1529567
341.0,1151218
367.0,356875
2298.0,8700173
371.0,623907
522.0,1682502
493.0,893421
467.0,679617
598.0,1955755
630.0,1320433
485.0,1444047
761.0,2672871
622.0,802938
949.0,2334545
562.0,3041169
607.0,1740356
303.0,907337
697.0,2922945
722.0,1935671
341.0,1703541
367.0,516694
2298.0,12149079
371.0,929917
522.0,2429140
493.0,1272317
467.0,959377
598.0,2527301
630.0,1721950
485.0,2071830
761.0,3692902
622.0,1120856
949.0,3059943
562.0,4329508
607.0,2331057
303.0,1289154
697.0,3721622
722.0,2455019
341.0,1699650
367.0,500029
2298.0,12970900
371.0,997671
522.0,2301315
493.0,1154593
467.0,852261
598.0,2822406
630.0,2295153
485.0,2091685
761.0,3641453
622.0,1145687
949.0,3288095
562.0,4385531
607.0,2708295
303.0,1294809
697.0,4353956
722.0,3023586
341.0,2267331
367.0,684041
2298.0,14467773
371.0,1100601
522.0,2947357
493.0,1550803
467.0,1115241
598.0,3501189
630.0,2888055
485.0,2724054
761.0,4765916
622.0,1272702
949.0,4781725
562.0,5377720
607.0,3586587
303.0,1608624
697.0,5818055
327.0,21880
80.0,41138
406.0,32709
263.0,62061
13.0,5815
79.0,23978
253.0,44169
159.0,54161
188.0,37721
298.0,118881
328.0,39070
327.0,30705
80.0,55922
406.0,41507
263.0,97426
13.0,9610
79.0,39948
253.0,58415
159.0,82195
188.0,53040
298.0,166516
328.0,51637
327.0,37993
80.0,44858
406.0,58022
263.0,123560
13.0,14475
79.0,40813
253.0,74604
159.0,109765
188.0,78762
298.0,229164
328.0,73766
327.0,51395
80.0,63298
406.0,76300
263.0,187764
13.0,17123
79.0,64285
253.0,109661
159.0,156832
188.0,122707
298.0,347191
328.0,110312
327.0,73141
80.0,104811
406.0,126323
263.0,266655
13.0,21034
79.0,92009
253.0,167637
159.0,363648
188.0,174812
298.0,626201
328.0,151550
327.0,68748
80.0,62922
406.0,150149
263.0,295433
13.0,27250
79.0,129068
253.0,245467
159.0,807095
188.0,127208
298.0,481957
328.0,105685
327.0,88416
80.0,87489
406.0,187716
263.0,373339
13.0,37239
79.0,146216
253.0,262386
159.0,695970
188.0,154972
298.0,563580
328.0,134630
327.0,114888
80.0,111755
406.0,258323
263.0,492277
13.0,40232
79.0,204518
253.0,332554
159.0,900252
188.0,190673
298.0,693523
328.0,173510
327.0,144278
80.0,139862
406.0,247878
263.0,569437
13.0,47209
79.0,245803
253.0,357222
159.0,1115491
188.0,240485
298.0,821088
328.0,208785
327.0,191375
80.0,195242
406.0,283099
263.0,800587
13.0,69358
79.0,211730
253.0,476844
159.0,1090361
188.0,281385
298.0,808170
328.0,271636
327.0,202526
80.0,219469
406.0,330684
263.0,874419
13.0,80417
79.0,256926
253.0,510105
159.0,1285819
188.0,327646
298.0,1025251
328.0,351065
327.0,275513
80.0,304032
406.0,431123
263.0,1184008
13.0,104634
79.0,468786
253.0,671714
159.0,1481567
188.0,443100
298.0,1429031
328.0,449443
327.0,256578
80.0,273886
406.0,416499
263.0,1122291
13.0,82995
79.0,550514
253.0,659769
159.0,1871647
188.0,451501
298.0,1415611
328.0,490374
327.0,322915
80.0,364270
406.0,551934
263.0,1399606
13.0,126714
79.0,510109
253.0,832152
159.0,2474329
188.0,567339
298.0,1658067
328.0,634078
375.0,64478
305.0,83775
537.0,50748
79.0,4108
1151.0,20571
596.0,81381
232.0,17643
30.0,2054
925.0,23587
368.0,11185
285.0,398963
598.0,35793
235.0,10199
213.0,5326
184.0,7433
318.0,14795
852.0,5083
703.0,47285
211.0,17620
375.0,70838
305.0,188100
537.0,89823
79.0,7631
1151.0,41415
596.0,112434
232.0,25411
30.0,3797
925.0,30822
368.0,28772
285.0,891298
598.0,54034
235.0,17110
213.0,7715
184.0,11296
318.0,20917
852.0,8017
703.0,92244
211.0,27804
375.0,69967
305.0,210619
537.0,74691
79.0,12645
1151.0,52136
596.0,145123
232.0,35991
30.0,5911
925.0,36648
368.0,31434
285.0,1189512
598.0,65491
235.0,25458
213.0,13585
184.0,16409
318.0,28728
852.0,8156
703.0,154314
211.0,37014
375.0,79193
305.0,109702
537.0,75940
79.0,16990
1151.0,28646
596.0,226829
232.0,50640
30.0,6978
925.0,32550
368.0,46637
285.0,1642053
598.0,43706
235.0,39629
213.0,18133
184.0,21464
318.0,43623
852.0,11706
703.0,144970
211.0,50056
375.0,92467
305.0,164873
537.0,141988
79.0,19704
1151.0,44270
596.0,336553
232.0,65843
30.0,8801
925.0,64816
368.0,65813
285.0,1923655
598.0,73558
235.0,45577
213.0,21258
184.0,27880
318.0,51437
852.0,18043
703.0,310516
211.0,61146
375.0,76968
305.0,150503
537.0,118107
79.0,25374
1151.0,42072
596.0,532412
232.0,62989
30.0,13465
925.0,47276
368.0,75719
285.0,38370
598.0,72486
235.0,59741
213.0,32101
184.0,35425
318.0,54413
852.0,19607
703.0,721517
211.0,70405
375.0,39325
305.0,55226
537.0,41566
79.0,13665
1151.0,20047
596.0,275239
232.0,42083
30.0,7443
925.0,17217
368.0,35301
285.0,23270
598.0,33089
235.0,34386
213.0,23615
184.0,22807
318.0,32337
852.0,7786
703.0,329195
211.0,43153
375.0,3109
305.0,8345
537.0,2351
79.0,2864
1151.0,834
596.0,231238
232.0,28288
30.0,2057
925.0,211
368.0,688
285.0,10130
598.0,1473
235.0,15973
213.0,14088
184.0,12986
318.0,14817
852.0,285
703.0,117133
211.0,22103
375.0,25741
305.0,38477
537.0,32991
79.0,14126
1151.0,10813
596.0,363150
232.0,48120
30.0,9710
925.0,12394
368.0,29357
285.0,16709
598.0,26598
235.0,28561
213.0,12796
184.0,24431
318.0,32933
852.0,7878
703.0,127979
211.0,45339
375.0,85384
305.0,139478
537.0,112970
79.0,57928
1151.0,36483
596.0,819252
232.0,114835
30.0,29206
925.0,42870
368.0,114772
285.0,65969
598.0,85402
235.0,104655
213.0,39854
184.0,49746
318.0,92336
852.0,24785
703.0,440808
211.0,127419
375.0,128022
305.0,183583
537.0,148225
79.0,68744
1151.0,50743
596.0,1266667
232.0,126283
30.0,31188
925.0,55854
368.0,157369
285.0,76518
598.0,114833
235.0,125973
213.0,45879
184.0,56486
318.0,113571
852.0,34708
703.0,461915
211.0,154296
375.0,282499
305.0,412433
537.0,295461
79.0,101107
1151.0,92285
596.0,1776840
232.0,226360
30.0,51330
925.0,124253
368.0,303474
285.0,117245
598.0,219731
235.0,196713
213.0,78367
184.0,100618
318.0,192767
852.0,71983
703.0,731076
211.0,248906
375.0,317577
305.0,410535
537.0,314969
79.0,93540
1151.0,90691
596.0,2651223
232.0,245017
30.0,51696
925.0,118926
368.0,287414
285.0,103668
598.0,230547
235.0,185784
213.0,79917
184.0,129459
318.0,201873
852.0,72084
703.0,1027161
211.0,253788
375.0,479956
305.0,558737
537.0,450138
79.0,140197
1151.0,140457
596.0,3793205
232.0,329534
30.0,76391
925.0,192379
368.0,408584
285.0,155606
598.0,332326
235.0,239185
213.0,117866
184.0,155375
318.0,272944
852.0,103178
703.0,1529261
211.0,361814
716.0,263441
275.0,28364
602.0,70058
1284.0,340878
300.0,37867
648.0,220276
327.0,47858
497.0,131905
622.0,36994
193.0,12079
439.0,21925
215.0,10377
427.0,58922
200.0,20416
310.0,15716
498.0,17321
381.0,84608
684.0,97459
557.0,356622
160.0,6739
209.0,34197
716.0,396119
275.0,42721
602.0,96438
1284.0,520547
300.0,52730
648.0,323829
327.0,80546
497.0,172783
622.0,55790
193.0,18470
439.0,33336
215.0,14808
427.0,78447
200.0,31244
310.0,20959
498.0,24613
381.0,131021
684.0,120655
557.0,501072
160.0,9842
209.0,49609
716.0,1606672
275.0,79849
602.0,152113
1284.0,2064271
300.0,151655
648.0,716556
327.0,108433
497.0,334079
622.0,74223
193.0,25772
439.0,73849
215.0,21153
427.0,138942
200.0,44859
310.0,29529
498.0,40103
381.0,166304
684.0,264474
557.0,1040485
160.0,13726
209.0,79053
716.0,798913
275.0,99556
602.0,152383
1284.0,1062585
300.0,108716
648.0,616640
327.0,150200
497.0,364032
622.0,111530
193.0,35436
439.0,69899
215.0,27189
427.0,145018
200.0,69590
310.0,35604
498.0,58677
381.0,234378
684.0,245189
557.0,997887
160.0,19546
209.0,94778
716.0,1074907
275.0,139459
602.0,204610
1284.0,1390250
300.0,161100
648.0,909285
327.0,189007
497.0,540524
622.0,193681
193.0,44668
439.0,92090
215.0,36962
427.0,206484
200.0,105495
310.0,44688
498.0,89881
381.0,336935
684.0,349693
557.0,1958897
160.0,21230
209.0,132348
716.0,1020185
275.0,145939
602.0,216404
1284.0,1279110
300.0,120692
648.0,960100
327.0,205986
497.0,447860
622.0,143913
193.0,49344
439.0,62476
215.0,38486
427.0,194180
200.0,104321
310.0,49909
498.0,67895
381.0,330327
684.0,331688
557.0,3147028
160.0,27420
209.0,127553
716.0,1738430
275.0,191618
602.0,344455
1284.0,2290227
300.0,163465
648.0,1439445
327.0,253092
497.0,498118
622.0,156420
193.0,60628
439.0,74851
215.0,46902
427.0,218889
200.0,144588
310.0,60724
498.0,70296
381.0,408718
684.0,466086
557.0,3924885
160.0,32543
209.0,172682
716.0,2193416
275.0,266238
602.0,411994
1284.0,2966376
300.0,246083
648.0,1743320
327.0,353292
497.0,664950
622.0,223042
193.0,88718
439.0,128678
215.0,63682
427.0,300610
200.0,178887
310.0,84315
498.0,101976
381.0,568241
684.0,606260
557.0,4962725
160.0,50843
209.0,237879
716.0,1819760
275.0,313522
602.0,434837
1284.0,2193642
300.0,224016
648.0,1934537
327.0,428582
497.0,724320
622.0,249509
193.0,111756
439.0,110484
215.0,75552
427.0,365431
200.0,217475
310.0,104542
498.0,108230
381.0,715476
684.0,695324
557.0,5132983
160.0,64462
209.0,285811
716.0,2042748
275.0,476954
602.0,517347
1284.0,2069288
300.0,259862
648.0,1939867
327.0,599059
497.0,1094408
622.0,342499
193.0,175059
439.0,161843
215.0,127141
427.0,493830
200.0,301760
310.0,149462
498.0,147662
381.0,977293
684.0,881527
557.0,4656822
160.0,100085
209.0,384576
716.0,2914909
275.0,553055
602.0,696852
1284.0,2897219
300.0,329425
648.0,2722454
327.0,691808
497.0,1577805
622.0,419522
193.0,211669
439.0,167054
215.0,259453
427.0,670438
200.0,354462
310.0,195656
498.0,177650
381.0,1186565
684.0,1222166
557.0,6079407
160.0,114037
209.0,471912
716.0,4305268
275.0,803578
602.0,997893
1284.0,4393208
300.0,477931
648.0,4179679
327.0,1066915
497.0,2130742
622.0,565640
193.0,304672
439.0,219668
215.0,308867
427.0,1009906
200.0,528656
310.0,270837
498.0,250419
381.0,1861344
684.0,1794655
557.0,8317124
160.0,159242
209.0,681181
716.0,4420466
275.0,839701
602.0,1017919
1284.0,4584110
300.0,485116
648.0,4431654
327.0,1096691
497.0,2479885
622.0,584620
193.0,300767
439.0,208526
215.0,464048
427.0,1058803
200.0,546679
310.0,259945
498.0,263883
381.0,2014288
684.0,1838015
557.0,11611641
160.0,163159
209.0,670523
716.0,5268766
275.0,1183845
602.0,1262537
1284.0,5334482
300.0,579153
648.0,4844508
327.0,1508109
497.0,3689998
622.0,788804
193.0,389400
439.0,268046
215.0,623106
427.0,1572074
200.0,706554
310.0,339384
498.0,337610
381.0,2758556
684.0,2288585
557.0,12803752
160.0,204689
209.0,794591
330.0,218492
312.0,148528
200.0,32011
298.0,114026
197.0,86333
457.0,185407
370.0,137819
434.0,204568
229.0,59137
261.0,88635
331.0,62962
135.0,23443
384.0,133622
250.0,63835
365.0,105447
228.0,131182
303.0,124329
253.0,177987
304.0,102236
132.0,84133
224.0,44863
330.0,312869
312.0,201824
200.0,45985
298.0,156443
197.0,126138
457.0,262880
370.0,195484
434.0,280837
229.0,78515
261.0,131643
331.0,85932
135.0,39093
384.0,185633
250.0,90682
365.0,146602
228.0,190132
303.0,180632
253.0,259255
304.0,138827
132.0,115613
224.0,66639
330.0,466759
312.0,305909
200.0,67825
298.0,206995
197.0,178075
457.0,363684
370.0,262775
434.0,431588
229.0,125458
261.0,209392
331.0,123816
135.0,50067
384.0,306174
250.0,137612
365.0,215192
228.0,261036
303.0,250107
253.0,360361
304.0,192716
132.0,158965
224.0,94615
330.0,706744
312.0,420152
200.0,108505
298.0,362252
197.0,260875
457.0,572445
370.0,406502
434.0,632389
229.0,181696
261.0,313128
331.0,185161
135.0,86516
384.0,560804
250.0,204253
365.0,344532
228.0,392004
303.0,439026
253.0,546317
304.0,300804
132.0,243522
224.0,145371
330.0,1396502
312.0,617247
200.0,177125
298.0,668044
197.0,414641
457.0,1086942
370.0,678678
434.0,1312093
229.0,326563
261.0,551975
331.0,296805
135.0,132175
384.0,1051914
250.0,355401
365.0,642364
228.0,610473
303.0,928541
253.0,926600
304.0,493365
132.0,401079
224.0,214448
330.0,1510968
312.0,649994
200.0,209517
298.0,794610
197.0,508856
457.0,1632538
370.0,972408
434.0,2084046
229.0,361619
261.0,677980
331.0,326245
135.0,183333
384.0,1122326
250.0,417932
365.0,785153
228.0,677977
303.0,988447
253.0,1200397
304.0,477100
132.0,433761
224.0,239850
330.0,2172340
312.0,929774
200.0,290920
298.0,1105172
197.0,724826
457.0,3129205
370.0,1351913
434.0,3529480
229.0,468612
261.0,941322
331.0,446343
135.0,273544
384.0,1615545
250.0,579391
365.0,1131938
228.0,983058
303.0,1333468
253.0,1878003
304.0,707717
132.0,660223
224.0,331943
330.0,3167702
312.0,1354884
200.0,410150
298.0,1570925
197.0,1067103
457.0,4307358
370.0,2063312
434.0,4934246
229.0,680196
261.0,1386630
331.0,646052
135.0,431268
384.0,2360285
250.0,828400
365.0,1649217
228.0,1490992
303.0,1984361
253.0,2873750
304.0,1073447
132.0,922743
224.0,469575
330.0,3903343
312.0,1808853
200.0,553272
298.0,2047103
197.0,1429747
457.0,4233207
370.0,2704786
434.0,5171963
229.0,893359
261.0,1812274
331.0,877565
135.0,506914
384.0,3093003
250.0,1133585
365.0,2204678
228.0,1924790
303.0,2539779
253.0,3872833
304.0,1399840
132.0,1040619
224.0,652496
330.0,4733742
312.0,2721584
200.0,810039
298.0,2650503
197.0,2118154
457.0,3531912
370.0,3025086
434.0,4199998
229.0,1120246
261.0,2466013
331.0,1232235
135.0,640336
384.0,3965696
250.0,1520618
365.0,2804235
228.0,2539004
303.0,2814041
253.0,4836880
304.0,1422997
132.0,1401701
224.0,996282
330.0,6483038
312.0,3305705
200.0,931206
298.0,3502237
197.0,2668335
457.0,5509516
370.0,5205295
434.0,6653211
229.0,1516661
261.0,3100603
331.0,1610868
135.0,864653
384.0,5319243
250.0,2037116
365.0,3414341
228.0,3282229
303.0,3857792
253.0,6090300
304.0,1879859
132.0,1739526
224.0,1187896
330.0,9772557
312.0,4874329
200.0,1419599
298.0,4952668
197.0,3837391
457.0,7794258
370.0,7262656
434.0,9872445
229.0,2254433
261.0,4590150
331.0,2426895
135.0,1378387
384.0,7877407
250.0,3144655
365.0,4908339
228.0,4812779
303.0,5702541
253.0,8893778
304.0,3017320
132.0,2667563
224.0,1767141
330.0,9904822
312.0,5209226
200.0,1380973
298.0,5027581
197.0,3714510
457.0,9626991
370.0,9322884
434.0,11396406
229.0,2182687
261.0,4852456
331.0,2390787
135.0,1380725
384.0,7957144
250.0,3042763
365.0,5158134
228.0,4719196
303.0,5830609
253.0,9386009
304.0,2999356
132.0,2580942
224.0,1755607
330.0,11601049
312.0,6915969
200.0,1805479
298.0,6109863
197.0,4896289
457.0,10734091
370.0,11241732
434.0,11462786
229.0,2799619
261.0,5982873
331.0,3110220
135.0,1492581
384.0,9352225
250.0,4159197
365.0,6206906
228.0,5962067
303.0,6647943
253.0,10841529
304.0,3271925
132.0,2905076
224.0,2452409
1501.0,74941
1069.0,390006
254.0,42527
852.0,92260
654.0,37597
1056.0,76713
896.0,102446
1318.0,206971
1058.0,239508
627.0,119324
453.0,35435
1509.0,172079
1026.0,148871
383.0,32702
1501.0,101141
1069.0,521535
254.0,60683
852.0,123543
654.0,50723
1056.0,107011
896.0,132766
1318.0,262368
1058.0,268993
627.0,148865
453.0,50523
1509.0,241695
1026.0,194698
383.0,43621
1501.0,129138
1069.0,731827
254.0,76073
852.0,161613
654.0,69573
1056.0,154891
896.0,185591
1318.0,374581
1058.0,323771
627.0,201468
453.0,66341
1509.0,341861
1026.0,265041
383.0,52579
1501.0,180730
1069.0,1012043
254.0,107133
852.0,221021
654.0,99369
1056.0,201274
896.0,244161
1318.0,492826
1058.0,445963
627.0,278099
453.0,99883
1509.0,475377
1026.0,369941
383.0,82834
1501.0,252186
1069.0,1657527
254.0,149996
852.0,309217
654.0,139502
1056.0,267030
896.0,348566
1318.0,705959
1058.0,695313
627.0,390957
453.0,123465
1509.0,736407
1026.0,583045
383.0,109869
1501.0,282582
1069.0,2327469
254.0,152921
852.0,350753
654.0,132477
1056.0,285888
896.0,373169
1318.0,540752
1058.0,575048
627.0,358416
453.0,121246
1509.0,897152
1026.0,768852
383.0,117101
1501.0,412404
1069.0,2730518
254.0,203708
852.0,467512
654.0,181343
1056.0,434861
896.0,455029
1318.0,791143
1058.0,669092
627.0,468478
453.0,171939
1509.0,1210326
1026.0,913742
383.0,176001
1501.0,581762
1069.0,3714876
254.0,281129
852.0,616688
654.0,241911
1056.0,625681
896.0,621352
1318.0,1048192
1058.0,888327
627.0,607193
453.0,242926
1509.0,1653618
1026.0,1136317
383.0,238665
1501.0,655979
1069.0,5025201
254.0,316223
852.0,703334
654.0,301169
1056.0,773621
896.0,752571
1318.0,1568774
1058.0,1032834
627.0,715756
453.0,271212
1509.0,1957687
1026.0,1370029
383.0,289132
1501.0,755556
1069.0,4530511
254.0,365543
852.0,998243
654.0,446953
1056.0,893973
896.0,761782
1318.0,1566564
1058.0,1257378
627.0,893115
453.0,341421
1509.0,1742767
1026.0,1351787
383.0,382374
1501.0,1034921
1069.0,5931363
254.0,458604
852.0,1278504
654.0,596614
1056.0,1338722
896.0,1001447
1318.0,2170142
1058.0,1898768
627.0,1116331
453.0,489737
1509.0,2081035
1026.0,1849073
383.0,513419
1501.0,1562242
1069.0,8950159
254.0,758738
852.0,1966681
654.0,890448
1056.0,1917078
896.0,1486474
1318.0,3436777
1058.0,2988328
627.0,1675633
453.0,749642
1509.0,3376010
1026.0,2628494
383.0,901483
1501.0,1681817
1069.0,13390058
254.0,813440
852.0,2044936
654.0,916836
1056.0,2127176
896.0,1808155
1318.0,4287518
1058.0,4147591
627.0,1892633
453.0,860555
1509.0,3878020
1026.0,3475629
383.0,991978
1501.0,1921008
1069.0,14177054
254.0,896698
852.0,2477621
654.0,1144742
1056.0,2534369
896.0,2131122
1318.0,4726028
1058.0,4693842
627.0,2232317
453.0,1063832
1509.0,4154572
1026.0,3881737
383.0,1156091
10.0,1244
10.0,4041
10.0,6149
10.0,8373
10.0,9825
10.0,15289
10.0,13855
10.0,5302
10.0,24169
10.0,38403
10.0,53708
10.0,79680
10.0,58756
10.0,91914
2149.0,778
2149.0,2132
2149.0,1703
2149.0,1642
2149.0,2481
2149.0,2926
2149.0,3104
2149.0,3765
2149.0,5151
2149.0,7220
2149.0,8589
2149.0,11650
2149.0,9085
2149.0,11384
205.0,46312
229.0,7310
200.0,52207
184.0,99805
256.0,31525
157.0,121719
382.0,101429
854.0,1704495
221.0,30712
203.0,101457
177.0,169657
173.0,69994
292.0,43232
223.0,187518
268.0,183246
94.0,19124
194.0,99030
445.0,354555
171.0,43384
185.0,121682
839.0,1066784
472.0,294739
285.0,20133
261.0,65116
182.0,28899
242.0,97213
394.0,107452
213.0,116931
194.0,73718
345.0,20669
142.0,37817
157.0,157756
251.0,131433
299.0,128218
374.0,210786
272.0,217079
297.0,169230
199.0,262578
157.0,82748
172.0,64833
244.0,100763
104.0,26051
168.0,69731
232.0,61516
208.0,146704
286.0,53683
356.0,223180
158.0,31009
198.0,152184
205.0,68342
229.0,11022
200.0,75195
184.0,143103
256.0,46585
157.0,166350
382.0,126920
854.0,2101870
221.0,47282
203.0,116892
177.0,210555
173.0,80644
292.0,69866
223.0,237116
268.0,238497
94.0,29598
194.0,168387
445.0,489851
171.0,60536
185.0,160516
839.0,1375908
472.0,422639
285.0,26063
261.0,87813
182.0,42090
242.0,124845
394.0,140175
213.0,173263
194.0,84147
345.0,27058
142.0,55200
157.0,185436
251.0,191089
299.0,157631
374.0,298854
272.0,267894
297.0,242463
199.0,344826
157.0,112462
172.0,92269
244.0,129061
104.0,35135
168.0,102351
232.0,85270
208.0,197668
286.0,68970
356.0,291630
158.0,41149
198.0,206091
205.0,80868
229.0,14499
200.0,134714
184.0,206889
256.0,78050
157.0,255158
382.0,189161
854.0,3157810
221.0,70022
203.0,138525
177.0,321934
173.0,110626
292.0,80900
223.0,396402
268.0,425936
94.0,48720
194.0,286324
445.0,726317
171.0,83258
185.0,232423
839.0,2082530
472.0,701227
285.0,38916
261.0,135537
182.0,56024
242.0,191633
394.0,225109
213.0,426854
194.0,118927
345.0,29194
142.0,60946
157.0,293648
251.0,264264
299.0,278962
374.0,566062
272.0,792217
297.0,336587
199.0,758026
157.0,195122
172.0,158517
244.0,199572
104.0,47777
168.0,247121
232.0,103433
208.0,293194
286.0,85323
356.0,498756
158.0,72491
198.0,356894
205.0,105886
229.0,21963
200.0,167782
184.0,338581
256.0,88949
157.0,326736
382.0,228728
