Density,Transactions
136.0,1580304
158.0,2362934
214.0,3591361
251.0,1937619
601.0,3607884
666.0,9410135
268.0,2643521
133.0,866454
429.0,7627913
274.0,1975532
199.0,1937182
91.0,1337203
545.0,3121087
217.0,3840405
799.0,51729539
156.0,1819616
106.0,536483
241.0,2518601
230.0,808234
247.0,2042130
157.0,575643
488.0,4549183
136.0,1923410
158.0,2608509
214.0,4098648
1275.0,10266
3232.0,86486
1854.0,5948
1275.0,18649
3232.0,102722
1854.0,6204
1275.0,23605
3232.0,147716
1854.0,14243
1275.0,34809
3232.0,253397
1854.0,14991
1275.0,47329
3232.0,422723
1854.0,24489
1275.0,31079
3232.0,519810
1854.0,23022
1275.0,45737
3232.0,629431
1854.0,33240
1275.0,58510
3232.0,893985
1854.0,48736
1275.0,68088
3232.0,1060927
1854.0,65016
1275.0,64779
3232.0,868930
1854.0,78024
1275.0,85556
3232.0,1515874
1854.0,105613
1275.0,141895
3232.0,2349454
1854.0,182547
1275.0,161642
3232.0,2920236
1854.0,178609
1275.0,169944
3232.0,3316123
1854.0,212893
932.0,98115
419.0,20348
414.0,96310
424.0,31684
508.0,31868
379.0,100864
649.0,33787
466.0,43008
831.0,118981
501.0,65770
975.0,427197
350.0,47047
444.0,32992
674.0,51474
596.0,131111
488.0,33059
449.0,89227
479.0,20891
348.0,44697
464.0,23026
932.0,147287
419.0,27175
414.0,146307
424.0,39283
508.0,45947
379.0,132032
649.0,51270
466.0,61527
831.0,158547
501.0,80199
975.0,572930
350.0,61637
444.0,43157
674.0,78612
596.0,196259
488.0,44278
449.0,125761
479.0,27601
348.0,62150
464.0,30289
932.0,195357
419.0,30636
414.0,187177
424.0,50038
508.0,54979
379.0,157892
649.0,63775
466.0,85294
831.0,215686
501.0,106984
975.0,778963
350.0,66110
444.0,57523
674.0,108152
596.0,250988
488.0,58143
449.0,206582
479.0,50360
348.0,68801
464.0,38829
932.0,300266
419.0,47591
414.0,253384
424.0,69239
508.0,76726
379.0,213017
649.0,99359
466.0,126429
831.0,309298
501.0,140093
975.0,1098598
350.0,97259
444.0,75355
674.0,155199
596.0,343229
488.0,83391
449.0,300930
479.0,52020
348.0,93772
464.0,61707
932.0,404192
419.0,57783
414.0,323075
424.0,84034
508.0,111014
379.0,273038
649.0,121130
466.0,159087
831.0,463733
501.0,262162
975.0,1955827
350.0,101738
444.0,72997
674.0,155221
596.0,440799
488.0,118161
449.0,366386
479.0,79445
348.0,118323
464.0,75154
932.0,464671
419.0,57879
414.0,314775
424.0,81331
508.0,110319
379.0,244089
649.0,131173
466.0,152379
831.0,606445
501.0,289692
975.0,2861806
350.0,88864
444.0,78995
674.0,160293
596.0,428732
488.0,113884
449.0,288602
479.0,59789
348.0,108234
464.0,77759
932.0,675647
419.0,81230
414.0,416734
424.0,105569
508.0,163432
379.0,314556
649.0,177719
466.0,209241
831.0,758891
501.0,494918
975.0,3105207
350.0,107608
444.0,112415
674.0,217743
596.0,648561
488.0,165669
449.0,330365
479.0,71100
348.0,136350
464.0,108099
932.0,829302
419.0,107774
414.0,532029
424.0,141787
508.0,202590
379.0,425525
649.0,230721
466.0,266853
831.0,980520
501.0,667137
975.0,3939299
350.0,144806
444.0,153797
674.0,280434
596.0,799674
488.0,207966
449.0,448960
479.0,97328
348.0,174837
464.0,146185
932.0,960246
419.0,132642
414.0,601259
424.0,160949
508.0,225225
379.0,500308
649.0,282241
466.0,321185
831.0,1138166
501.0,733357
975.0,4234211
350.0,173601
444.0,191581
674.0,319051
596.0,886202
488.0,251877
449.0,464316
479.0,110675
348.0,208829
464.0,198070
932.0,968730
419.0,140707
414.0,627821
424.0,194882
508.0,226303
379.0,593260
649.0,368986
466.0,430930
831.0,1023443
501.0,283656
975.0,3918678
350.0,195305
444.0,210593
674.0,394701
596.0,922228
488.0,280893
449.0,497181
479.0,146772
348.0,241518
464.0,262356
932.0,1171180
419.0,153737
414.0,761837
424.0,219522
508.0,271574
379.0,650223
649.0,390401
466.0,444703
831.0,1143419
501.0,304892
975.0,5373096
350.0,203014
444.0,225758
674.0,447422
596.0,1133088
488.0,311185
449.0,520244
479.0,133766
348.0,264597
464.0,261186
932.0,1634555
419.0,211664
414.0,1029813
424.0,306409
508.0,376380
379.0,898108
649.0,536367
466.0,584688
831.0,1514774
501.0,436469
975.0,6433526
350.0,251729
444.0,312629
674.0,613446
596.0,1580719
488.0,432993
449.0,709657
479.0,171514
348.0,374112
464.0,371134
932.0,1823100
419.0,213402
414.0,1089719
424.0,295483
508.0,395693
379.0,926196
649.0,535219
466.0,585780
831.0,1716126
501.0,546584
975.0,8956495
350.0,244012
444.0,318913
674.0,570864
596.0,1594101
488.0,431769
449.0,697801
479.0,162140
348.0,378201
464.0,372077
932.0,2166296
419.0,260490
414.0,1271905
424.0,360862
508.0,432074
379.0,1140866
649.0,679681
466.0,721249
831.0,1968477
501.0,617180
975.0,11475061
350.0,299561
444.0,390090
674.0,731752
596.0,1870993
488.0,519639
449.0,852138
479.0,199137
348.0,461666
464.0,478877
305.0,224405
438.0,511188
399.0,35340
175.0,86147
92.0,125849
503.0,163715
230.0,305744
78.0,176548
193.0,70989
193.0,143009
148.0,141055
476.0,216969
398.0,52731
368.0,29611
184.0,183162
598.0,2417174
17.0,42472
172.0,63373
227.0,84376
361.0,216379
161.0,317285
264.0,97830
374.0,317338
187.0,226358
165.0,111172
211.0,32262
302.0,56704
257.0,151565
346.0,321709
202.0,61986
198.0,144453
242.0,224103
305.0,303419
438.0,700144
399.0,50393
175.0,99519
92.0,168177
503.0,232601
230.0,379750
78.0,230781
193.0,98301
193.0,185152
148.0,186806
476.0,280086
398.0,66366
368.0,37436
184.0,242471
598.0,3175255
17.0,55857
172.0,86569
227.0,116621
361.0,289113
161.0,435868
264.0,127662
374.0,397475
187.0,304856
165.0,149724
211.0,39165
302.0,83093
257.0,187133
346.0,396177
202.0,79950
198.0,179838
242.0,291907
305.0,400284
438.0,1024880
399.0,72620
175.0,137772
92.0,233853
503.0,323314
230.0,544999
78.0,338960
193.0,129192
193.0,246933
148.0,207506
476.0,448286
398.0,87956
368.0,45926
184.0,260525
598.0,4954443
17.0,85833
172.0,107595
227.0,184260
361.0,350823
161.0,570133
264.0,173940
374.0,582519
187.0,473481
165.0,191813
211.0,85749
302.0,113423
257.0,263670
346.0,478163
202.0,97631
198.0,242428
242.0,417509
305.0,577840
438.0,1532807
399.0,86992
175.0,208117
92.0,364271
503.0,488393
230.0,781679
78.0,458094
193.0,201117
193.0,369197
148.0,323809
476.0,673282
398.0,134973
368.0,67595
184.0,393172
598.0,7271209
17.0,139707
172.0,164183
227.0,272289
361.0,507034
161.0,854003
264.0,293453
374.0,831676
187.0,532876
165.0,290078
211.0,71735
302.0,169699
257.0,425091
346.0,735428
202.0,159190
198.0,413601
242.0,606049
305.0,1030802
438.0,2791195
399.0,128168
175.0,401945
92.0,566001
503.0,757764
230.0,1615975
78.0,718960
193.0,433877
193.0,695076
148.0,573196
476.0,1370483
398.0,227953
368.0,97368
184.0,656471
598.0,19178441
17.0,222169
172.0,253294
227.0,540106
361.0,984628
161.0,1535328
264.0,536247
374.0,1748396
187.0,863586
165.0,458129
211.0,109425
302.0,246874
257.0,916728
346.0,1310064
202.0,249948
198.0,918261
242.0,998792
305.0,1078977
438.0,2451727
399.0,122914
175.0,307009
92.0,544410
503.0,658761
230.0,1359790
78.0,768368
193.0,335788
193.0,525590
148.0,513343
476.0,1063146
398.0,199022
368.0,93534
184.0,591940
598.0,27449382
17.0,208146
172.0,269425
227.0,423714
361.0,1128965
161.0,1733269
264.0,447402
374.0,1571917
187.0,837498
165.0,451361
211.0,98325
302.0,232891
257.0,646989
346.0,1198479
202.0,220632
198.0,676081
242.0,1007076
305.0,1474810
438.0,3359867
399.0,168497
175.0,399518
92.0,784994
503.0,821930
230.0,1993704
78.0,1101643
193.0,491826
193.0,688463
148.0,622575
476.0,1428706
398.0,238638
368.0,130348
184.0,746849
598.0,36334520
17.0,327346
172.0,357987
227.0,600830
361.0,1333354
161.0,2465513
264.0,513134
374.0,2435542
187.0,1130161
165.0,585504
211.0,128411
302.0,338225
257.0,756052
346.0,1660524
202.0,302091
198.0,896341
242.0,1643482
305.0,2025212
438.0,4269770
399.0,218021
175.0,507856
92.0,1053052
503.0,1096048
230.0,2464660
78.0,1472830
193.0,575842
193.0,898355
148.0,879054
476.0,1869433
398.0,313175
368.0,173444
184.0,1000216
598.0,44335592
17.0,452830
172.0,476126
227.0,742750
361.0,1869375
161.0,3216115
264.0,690501
374.0,2899819
187.0,1504020
165.0,791971
211.0,170862
302.0,464681
257.0,1095250
346.0,2248784
202.0,420834
198.0,1174542
242.0,2311396
305.0,2642400
438.0,5046369
399.0,330880
175.0,608776
92.0,1446721
503.0,1367810
230.0,2976581
78.0,1798288
193.0,712522
193.0,1182462
148.0,1077936
476.0,2290731
398.0,421077
368.0,268602
184.0,1183791
598.0,52623661
17.0,555603
172.0,663865
227.0,894980
361.0,1634493
161.0,3807384
264.0,872739
374.0,3282916
187.0,1885285
165.0,1057322
211.0,221448
302.0,715929
257.0,1331196
346.0,2898431
202.0,546429
198.0,1486166
242.0,2735381
305.0,2539677
438.0,5981709
399.0,370056
175.0,838653
92.0,2038065
503.0,1861557
230.0,3144077
78.0,2034733
193.0,878144
193.0,1324205
148.0,1438466
476.0,2849821
398.0,614600
368.0,378890
184.0,1460018
598.0,43871862
17.0,747477
172.0,1019723
227.0,1120590
361.0,2242392
161.0,3972317
264.0,1408933
374.0,2674020
187.0,2506689
165.0,1372177
211.0,321199
302.0,917992
257.0,1736691
346.0,3448263
202.0,696555
198.0,1834820
242.0,2293910
305.0,3910137
438.0,7995044
399.0,402498
175.0,990694
92.0,2386729
503.0,2064445
230.0,4656173
78.0,2716423
193.0,1081850
193.0,1806035
148.0,1745171
476.0,3552220
398.0,662790
368.0,381150
184.0,1785890
598.0,71797182
17.0,916827
172.0,1154031
227.0,1396419
361.0,2804689
161.0,6262826
264.0,1489891
374.0,4442791
187.0,3048026
165.0,1854914
211.0,360412
302.0,1127177
257.0,2157237
346.0,4567655
202.0,931740
198.0,2296368
242.0,3836995
305.0,5843422
438.0,10874361
399.0,627538
175.0,1380743
92.0,3449878
503.0,2744055
230.0,6669204
78.0,4005208
193.0,1553114
193.0,2615839
148.0,2461810
476.0,3972332
398.0,936119
368.0,555914
184.0,2508714
598.0,82378485
17.0,1431699
172.0,1575662
227.0,1906726
361.0,3978471
161.0,8568947
264.0,1675614
374.0,6392503
187.0,4447471
165.0,2663178
211.0,492384
302.0,1614361
257.0,2509016
346.0,6635869
202.0,1355839
198.0,3203388
242.0,5631994
305.0,7053995
438.0,12041829
399.0,691566
175.0,1448642
92.0,4110660
503.0,3042043
230.0,7672484
78.0,4734203
193.0,1683993
193.0,2948289
148.0,2731771
476.0,4999310
398.0,999900
368.0,611490
184.0,2701068
598.0,125917532
17.0,1725745
172.0,1718704
227.0,2097068
361.0,4350270
161.0,11409882
264.0,1925731
374.0,9133910
187.0,4976059
165.0,2984309
211.0,538169
302.0,1840526
257.0,3177944
346.0,7581768
202.0,1515460
198.0,3421206
242.0,6826421
305.0,7863986
438.0,14291357
399.0,848559
175.0,1657148
92.0,5379586
503.0,4010426
230.0,8735150
78.0,5602946
193.0,1995615
193.0,3344931
148.0,3649018
476.0,6410357
398.0,1328838
368.0,760275
184.0,3380981
598.0,137247139
17.0,2072381
172.0,2313815
227.0,2408252
361.0,5737156
161.0,12941666
264.0,2869692
374.0,9960676
187.0,6493229
165.0,3745421
211.0,671704
302.0,2176976
257.0,3904625
346.0,8840543
202.0,1706489
198.0,4093452
242.0,6280736
387.0,16068
868.0,569483
17000.0,2656230
748.0,533919
702.0,89956
332.0,63975
357.0,65863
397.0,114560
371.0,42198
370.0,153618
823.0,129858
668.0,25394
506.0,99497
323.0,13293
348.0,35973
320.0,24581
524.0,50346
663.0,219916
324.0,34130
483.0,24822
691.0,88574
433.0,33275
602.0,149186
433.0,50976
476.0,239740
399.0,72372
776.0,104902
562.0,59239
454.0,40154
387.0,26224
868.0,829689
17000.0,3719593
748.0,871802
702.0,135570
332.0,98177
357.0,115319
397.0,175257
371.0,66337
370.0,240421
823.0,213788
668.0,41103
506.0,145248
323.0,20977
348.0,58403
320.0,41164
524.0,71093
663.0,333175
324.0,55874
483.0,44391
691.0,124870
433.0,51064
602.0,245903
433.0,78667
476.0,391330
399.0,103318
776.0,130871
562.0,90084
454.0,65145
387.0,38743
868.0,1337462
17000.0,5887343
748.0,1469560
702.0,187987
332.0,147916
357.0,169183
397.0,266272
371.0,96467
370.0,421247
823.0,322515
668.0,62869
506.0,226575
323.0,30141
348.0,88258
320.0,60779
524.0,104100
663.0,484460
324.0,83843
483.0,79752
691.0,278585
433.0,74842
602.0,342744
433.0,129280
476.0,583538
399.0,147281
776.0,209932
562.0,131381
454.0,93460
387.0,62904
868.0,1974233
17000.0,8007699
748.0,1902305
702.0,294247
332.0,247249
357.0,243534
397.0,386966
371.0,146709
370.0,593519
823.0,474612
668.0,96224
506.0,297669
323.0,50639
348.0,138821
320.0,90608
524.0,185758
663.0,696312
324.0,128594
483.0,106431
691.0,278646
433.0,113542
602.0,521026
433.0,167911
476.0,811860
399.0,242571
776.0,311703
562.0,214391
454.0,157442
387.0,73816
868.0,3285713
17000.0,11642449
748.0,2709665
702.0,371882
332.0,331500
357.0,296645
397.0,530256
371.0,185137
370.0,848874
823.0,662080
668.0,124400
506.0,381248
323.0,67010
348.0,184227
320.0,117510
524.0,275147
663.0,949562
324.0,159965
483.0,126012
691.0,405498
433.0,141271
602.0,739515
433.0,206676
476.0,1078231
399.0,335517
776.0,521653
562.0,286859
454.0,222473
387.0,78382
868.0,3719692
17000.0,10577435
748.0,3191687
702.0,338724
332.0,323447
357.0,288758
397.0,618730
371.0,179180
370.0,663016
823.0,741073
668.0,134853
506.0,329353
323.0,71612
348.0,142843
320.0,123783
524.0,252482
663.0,1018100
324.0,152693
483.0,110318
691.0,339651
433.0,141459
602.0,776306
433.0,198144
476.0,1179119
399.0,321071
776.0,527517
562.0,277403
454.0,214026
387.0,102318
868.0,5765425
17000.0,11333032
748.0,4303835
702.0,429418
332.0,404500
357.0,411188
397.0,824050
371.0,233312
370.0,906439
823.0,1004838
668.0,182524
506.0,436893
323.0,97443
348.0,195452
320.0,164056
524.0,319434
663.0,1348219
324.0,203568
483.0,149611
691.0,499378
433.0,182650
602.0,1028271
433.0,266559
476.0,1583318
399.0,408695
776.0,776654
562.0,347727
454.0,286960
387.0,135252
868.0,7809082
17000.0,16437269
748.0,5937176
702.0,554320
332.0,545240
357.0,570988
397.0,1092587
371.0,303847
370.0,1302647
823.0,1315576
668.0,234840
506.0,559495
323.0,130104
348.0,250329
320.0,217020
524.0,421689
663.0,1754893
324.0,293949
483.0,193559
691.0,634748
433.0,256489
602.0,1364259
433.0,360780
476.0,2020118
399.0,561787
776.0,1053293
562.0,478192
454.0,371435
387.0,165086
868.0,8891884
17000.0,21747309
748.0,6238270
702.0,669682
332.0,710147
357.0,709993
397.0,1099499
371.0,295868
370.0,1806032
823.0,1334450
668.0,286488
506.0,608364
323.0,145161
348.0,311955
320.0,268096
524.0,510180
663.0,1816883
324.0,325464
483.0,243203
691.0,741474
433.0,317448
602.0,1199094
433.0,456558
476.0,1918620
399.0,701438
776.0,1236004
562.0,597802
454.0,479760
387.0,263779
868.0,3911793
17000.0,12611208
748.0,4598586
702.0,929530
332.0,971777
357.0,875201
397.0,1139240
371.0,382119
370.0,1815882
823.0,1479517
668.0,390613
506.0,686147
323.0,198639
348.0,459794
320.0,403786
524.0,609090
663.0,1996687
324.0,466843
483.0,393743
691.0,783386
433.0,456942
602.0,1239752
433.0,595006
476.0,1672101
399.0,1016764
776.0,907130
562.0,766917
454.0,638466
387.0,290012
868.0,5205491
17000.0,17354210
748.0,6742559
702.0,1103451
332.0,1221794
357.0,1046352
397.0,1662818
371.0,476013
370.0,2701216
823.0,2157858
668.0,442833
506.0,878266
323.0,248365
348.0,511066
320.0,450267
524.0,758850
663.0,3016579
324.0,560050
483.0,437580
691.0,932026
433.0,536068
602.0,1609739
433.0,735138
476.0,2654998
399.0,1117986
776.0,1172385
562.0,890428
454.0,755042
387.0,387497
868.0,10168033
17000.0,24172148
748.0,10473572
702.0,1633984
332.0,1902446
357.0,1631369
397.0,2534766
371.0,721954
370.0,5011992
823.0,3222620
668.0,664899
506.0,1351038
323.0,365657
348.0,724855
320.0,622498
524.0,1248949
663.0,4407759
324.0,797194
483.0,609674
691.0,1385065
433.0,804224
602.0,2464746
433.0,1111193
476.0,4364806
399.0,1662872
776.0,1923419
562.0,1372880
454.0,1102516
387.0,381503
868.0,11689531
17000.0,39623781
748.0,13630124
702.0,1707504
332.0,1935044
357.0,1675353
397.0,3015359
371.0,743870
370.0,5202492
823.0,3516926
668.0,689365
506.0,1391436
323.0,362847
348.0,717862
320.0,631789
524.0,1250636
663.0,5675889
324.0,803444
483.0,586227
691.0,1422654
433.0,831827
602.0,2534430
433.0,1143931
476.0,4975985
399.0,1645538
776.0,2072042
562.0,1447099
454.0,1109562
387.0,497484
868.0,10075805
17000.0,43737916
748.0,13478464
702.0,2104002
332.0,2359010
357.0,1926229
397.0,3273510
371.0,878890
370.0,5709389
823.0,3953976
668.0,791395
506.0,1575727
323.0,435091
348.0,887414
320.0,798185
524.0,1430560
663.0,6557056
324.0,991039
483.0,747381
691.0,1640555
433.0,1006998
602.0,2802791
433.0,1372707
476.0,5150795
399.0,1985072
776.0,2319925
562.0,1691100
454.0,1328980
171.0,35960
143.0,129015
18172.0,2545507
407.0,93840
259.0,80758
208.0,50179
266.0,84914
473.0,224324
321.0,183964
269.0,73810
281.0,96136
201.0,127357
275.0,74192
124.0,26582
124.0,83679
227.0,204137
243.0,38804
185.0,63804
366.0,140986
273.0,68682
347.0,291510
279.0,144429
305.0,122502
274.0,70973
268.0,53432
330.0,104385
826.0,349165
239.0,119620
171.0,54205
143.0,189793
18172.0,3156805
407.0,109063
259.0,88566
208.0,64504
266.0,106971
473.0,253264
321.0,239474
269.0,91024
281.0,133679
201.0,158011
275.0,91916
124.0,34133
124.0,113222
227.0,246677
243.0,47939
185.0,74066
366.0,176790
273.0,82594
347.0,370126
279.0,177205
305.0,151331
274.0,93946
268.0,75180
330.0,118577
826.0,385360
239.0,144108
171.0,82446
143.0,269836
18172.0,5786941
407.0,178792
259.0,146075
208.0,84122
266.0,143897
473.0,567417
321.0,299774
269.0,121114
281.0,192249
201.0,256904
275.0,121635
124.0,47313
124.0,145768
227.0,336447
243.0,64340
185.0,594160
366.0,236227
273.0,139296
347.0,545979
279.0,259391
305.0,192967
274.0,129624
268.0,100020
330.0,252723
826.0,952314
239.0,229027
171.0,118804
143.0,362410
18172.0,9360515
407.0,257697
259.0,222293
208.0,137597
266.0,239765
473.0,597642
321.0,462678
269.0,200557
281.0,269148
201.0,335091
275.0,210913
124.0,64094
124.0,222915
227.0,520637
243.0,100907
185.0,202583
366.0,370417
273.0,185776
347.0,868099
279.0,414378
305.0,311173
274.0,193959
268.0,140124
330.0,262203
826.0,917418
239.0,323192
171.0,202558
143.0,584648
18172.0,24838664
407.0,458055
259.0,459535
208.0,261453
266.0,494329
473.0,1088155
321.0,854495
269.0,367401
281.0,505837
201.0,589535
275.0,424439
124.0,117826
124.0,394508
227.0,995740
243.0,174965
185.0,316131
366.0,705541
273.0,336361
347.0,1782207
279.0,841516
305.0,570175
274.0,339769
268.0,256316
330.0,543456
826.0,1953906
239.0,650221
171.0,187419
143.0,658827
18172.0,43511186
407.0,424736
259.0,451178
208.0,250255
266.0,454684
473.0,1090639
321.0,926878
269.0,398457
281.0,550333
201.0,571186
275.0,415222
124.0,129404
124.0,427374
227.0,982589
243.0,178965
185.0,237118
366.0,782289
273.0,311530
347.0,1920044
279.0,821209
305.0,565731
274.0,349574
268.0,270228
330.0,525201
826.0,2185190
239.0,698908
171.0,253240
143.0,950852
18172.0,55159072
407.0,575677
259.0,617113
208.0,372312
266.0,617048
473.0,1604219
321.0,1352931
269.0,571751
281.0,783236
201.0,772975
275.0,533338
124.0,184715
124.0,637843
227.0,1306394
243.0,247799
185.0,396272
366.0,1143733
273.0,431892
347.0,2699670
279.0,1075629
305.0,716286
274.0,481649
268.0,346164
330.0,777266
826.0,3280635
239.0,930865
171.0,395004
143.0,1404330
18172.0,72987282
407.0,853526
259.0,899519
208.0,521737
266.0,896879
473.0,2289360
321.0,1917973
269.0,850549
281.0,1133602
201.0,1219849
275.0,746346
124.0,276728
124.0,933585
227.0,1934313
243.0,348020
185.0,528301
366.0,1638281
273.0,600689
347.0,3687957
279.0,1508776
305.0,1055324
274.0,688709
268.0,507428
330.0,1122699
826.0,4698981
239.0,1376210
171.0,521578
143.0,1849454
18172.0,94177232
407.0,1100444
259.0,1358798
208.0,692408
266.0,1148492
473.0,3037633
321.0,2537352
269.0,1131336
281.0,1439754
201.0,1708111
275.0,969091
124.0,436187
124.0,1379087
227.0,2636023
243.0,455130
185.0,654090
366.0,2202642
273.0,771444
347.0,4610027
279.0,1912271
305.0,1427044
274.0,966022
268.0,705583
330.0,1380277
826.0,6200767
239.0,1677327
171.0,680275
143.0,2391943
18172.0,56374644
407.0,1504160
259.0,1759512
208.0,960673
266.0,1588473
473.0,3030914
321.0,3329665
269.0,1721463
281.0,1726832
201.0,2131238
275.0,1281978
124.0,548767
124.0,2065489
227.0,3786127
243.0,695607
185.0,835049
366.0,2750473
273.0,1005107
347.0,4807036
279.0,2417054
305.0,2070003
274.0,1337076
268.0,1041972
330.0,2026328
826.0,6239185
239.0,2018354
171.0,897345
143.0,3196550
18172.0,99285803
407.0,2078603
259.0,2017277
208.0,1269849
266.0,1931489
473.0,4242409
321.0,4612672
269.0,2057383
281.0,2371373
201.0,3056009
275.0,1948206
124.0,700289
124.0,2457619
227.0,5228596
243.0,783327
185.0,1117211
366.0,3738711
273.0,1341971
347.0,6800085
279.0,3137039
305.0,2745417
274.0,1608742
268.0,1234628
330.0,2344202
826.0,7847624
239.0,2675838
171.0,1494484
143.0,5185352
18172.0,117008707
407.0,3204589
259.0,3031598
208.0,1815083
266.0,3045875
473.0,6853847
321.0,7035947
269.0,2985467
281.0,3778283
201.0,5086014
275.0,2913551
124.0,1080109
124.0,3613079
227.0,7966177
243.0,1122820
185.0,1709052
366.0,5857682
273.0,2158748
347.0,11444304
279.0,5009319
305.0,4322234
274.0,2521145
268.0,1878120
330.0,3301035
826.0,11918795
239.0,4445644
171.0,1676245
143.0,5386614
18172.0,169703372
407.0,3293619
259.0,3112444
208.0,1749281
266.0,2897037
473.0,6934134
321.0,7140986
269.0,2942202
281.0,4009637
201.0,5080342
275.0,2852487
124.0,1158750
124.0,3694212
227.0,8018559
243.0,1167125
185.0,1744066
366.0,5831809
273.0,2140974
347.0,12350347
279.0,5117034
305.0,4438459
274.0,2667959
268.0,1880504
330.0,3145714
826.0,13629397
239.0,4682204
171.0,2085591
143.0,6854796
18172.0,212326623
407.0,4428112
259.0,4101984
208.0,2339787
266.0,3927221
473.0,8548354
321.0,9096326
269.0,3894628
281.0,5064194
201.0,6439833
275.0,3415198
124.0,1462923
124.0,4876420
227.0,10161723
243.0,1654354
185.0,2400460
366.0,7753597
273.0,2831321
347.0,14851128
279.0,6647863
305.0,6058271
274.0,3556227
268.0,2603925
330.0,4096643
826.0,15534189
239.0,5848194
157.0,9195
287.0,12229
326.0,8838
288.0,9915
463.0,14107
283.0,18338
973.0,70467
157.0,14563
287.0,16000
326.0,11440
288.0,13859
463.0,18815
283.0,22366
973.0,108318
157.0,22350
287.0,34380
326.0,14941
288.0,25747
463.0,33646
283.0,49250
973.0,168029
157.0,28775
287.0,38970
326.0,26880
288.0,34385
463.0,53688
283.0,49820
973.0,192827
157.0,33295
287.0,51994
326.0,36291
288.0,35513
463.0,65545
283.0,64445
973.0,269281
157.0,35446
287.0,44671
326.0,27357
288.0,34750
463.0,51675
283.0,58687
973.0,259708
157.0,44468
287.0,60249
326.0,31061
288.0,49503
463.0,64021
283.0,66682
973.0,370916
157.0,52188
287.0,72919
326.0,35979
288.0,61226
463.0,73165
283.0,76273
973.0,394538
157.0,61425
287.0,77355
326.0,43027
288.0,71460
463.0,82186
283.0,89869
973.0,461888
157.0,91473
287.0,94532
326.0,57871
288.0,101129
463.0,113723
283.0,120386
973.0,422021
157.0,114616
287.0,121329
326.0,72823
288.0,126884
463.0,144693
283.0,151881
973.0,522218
157.0,137188
287.0,149404
326.0,83899
288.0,164023
463.0,165182
283.0,182583
973.0,692509
157.0,116945
287.0,127271
326.0,71155
288.0,143060
463.0,141426
283.0,150265
973.0,692376
157.0,138998
287.0,148554
326.0,81845
288.0,176067
463.0,166437
283.0,171713
973.0,772723
198.0,26086
116.0,10580
49.0,15936
147.0,11037
550.0,329459
817.0,308588
225.0,106949
129.0,49412
69.0,18593
119.0,10107
169.0,28306
648.0,319290
41.0,12342
198.0,39584
116.0,13413
49.0,23109
147.0,17868
550.0,464526
817.0,408449
225.0,143993
129.0,87569
69.0,31473
119.0,14267
169.0,44916
648.0,396961
41.0,17994
198.0,50491
116.0,14993
49.0,28392
147.0,20788
550.0,580817
817.0,516553
225.0,164989
129.0,88372
69.0,37382
119.0,18476
169.0,49076
648.0,635903
41.0,22900
198.0,71874
116.0,21496
49.0,44084
147.0,29492
550.0,839564
817.0,780667
225.0,262453
129.0,124351
69.0,54756
119.0,26900
169.0,72394
648.0,817760
41.0,32970
198.0,84510
116.0,26789
49.0,57245
147.0,40675
550.0,1291566
817.0,1412730
225.0,366310
129.0,154873
69.0,67059
119.0,35834
169.0,92784
648.0,1872126
41.0,43500
198.0,110119
116.0,31665
49.0,71211
147.0,43329
550.0,1628356
817.0,1109390
225.0,347099
129.0,201286
69.0,81162
119.0,46374
169.0,125918
648.0,964467
41.0,52899
198.0,110098
116.0,36951
49.0,88665
147.0,50176
550.0,2163047
817.0,1408219
225.0,410561
129.0,206617
69.0,93746
119.0,53994
169.0,139167
648.0,881091
41.0,68144
198.0,147270
116.0,44970
49.0,104404
147.0,60354
550.0,3069497
817.0,1661936
225.0,510868
129.0,260210
69.0,112708
119.0,63743
169.0,175937
648.0,1067254
41.0,82965
198.0,158941
116.0,58220
49.0,122706
147.0,71250
550.0,4292172
817.0,1746548
225.0,591916
129.0,265239
69.0,132585
119.0,74461
169.0,200636
648.0,1320641
41.0,96469
198.0,256356
116.0,91958
49.0,180349
147.0,109021
550.0,3619286
817.0,1633204
225.0,661723
129.0,337679
69.0,193141
119.0,115692
169.0,274627
648.0,1430868
41.0,143866
198.0,319939
116.0,113186
49.0,219226
147.0,129549
550.0,4899672
817.0,2251448
225.0,984746
129.0,441783
69.0,237817
119.0,133146
169.0,351867
648.0,1570042
41.0,166514
198.0,448847
116.0,175079
49.0,334855
147.0,184738
550.0,7225475
817.0,3321783
225.0,1517073
129.0,683792
69.0,341824
119.0,205575
169.0,562067
648.0,2363335
41.0,248828
198.0,315595
116.0,125650
49.0,251971
147.0,144019
550.0,10341368
817.0,3637862
225.0,1656353
129.0,637099
69.0,261250
119.0,139023
169.0,497527
648.0,2400713
41.0,199972
198.0,516291
116.0,200623
49.0,335548
147.0,209830
550.0,11452915
817.0,4083950
225.0,2022948
129.0,772232
69.0,373518
119.0,198601
169.0,611946
648.0,2949644
41.0,272386
1084.0,298049
1007.0,194881
1021.0,116711
830.0,96408
818.0,72415
681.0,65304
1139.0,195700
415.0,74017
1081.0,153366
642.0,32628
404.0,50935
1084.0,306561
916.0,104079
1531.0,83213
808.0,142321
718.0,63143
788.0,140393
768.0,100454
315.0,28904
1220.0,174133
717.0,41571
683.0,67994
865.0,65940
634.0,74858
1044.0,74687
3967.0,751503
1072.0,183645
